resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score,workout_type,average_watts,device_watts,kilojoules,average_temp
2,"{'id': 3405284, 'resource_state': 1}",Morning Run,4974.6,1123,1127,49.0,Run,Run,5980004237,2021-09-18T13:32:47Z,2021-09-18T09:32:47Z,(GMT-05:00) America/New_York,-14400.0,,,,1,5,0,6,0,"{'id': 'a5980004237', 'summary_polyline': 'wsbmE|}{aOY^MJQDe@BqCDOGUc@@}BCe@Fg@@k@Bs@C}AFqBDgABGNKV?l@BZAf@OhAOZSNi@?QGq@DWVe@NQPGTKx@Qd@SHKJYNkBRoB@]ASKiAs@mDGcAKo@Ue@_@g@M_@Cq@DiACq@?o@JM\\CVFdAx@fA|BZd@RRn@b@v@d@pB~A^Rd@h@l@f@d@X^NZDh@Bp@CZDj@TZXbAfAf@v@LZBR?~@CnAOpBWnBAt@H~@VlANl@Z|@\\z@\\nANX`@hAZfARj@h@dA{@aBe@_BkAqCIWGu@aAgCOs@AcANy@JiAHgCDeCEw@KWc@o@][e@o@QS_@Wc@Iw@AqAEOCg@Si@Y}AwAgAw@oAy@m@[a@Ye@u@KYWiAY_@k@e@]Qc@FMR@bBC~@F`@Xb@b@h@LXBn@An@Dt@JdATpANvACf@W`DEd@I^GJYPgAVQH]ZWd@EX@h@Ej@WTmAVcA\\{@BWFIHCP?v@EhAA~AAf@@j@FH@PC^D~DFLD@rAFfAJd@QX_@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.769723, -84.362062]","[33.769791, -84.36209]",4.43,5.8,86.4,True,167.4,192.0,False,True,330.4,294.8,6356323733.0,6356323733,garmin_push_7510926688,False,0,0,False,47.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",Afternoon Run,6487.2,1625,1625,2.0,Run,Run,5988115829,2021-09-19T20:57:42Z,2021-09-19T16:57:42Z,(GMT-05:00) America/New_York,-14400.0,,,,0,2,0,1,0,"{'id': 'a5988115829', 'summary_polyline': '_w`nE`qjbOMm@Q][iAq@iB[kBY_Cg@gCQqAI_A_@cBi@cBy@oBk@_AkBoCq@oAe@sAGOWQOUQe@{BkEqAgDWc@eAuAUc@{@oBo@cB[cA]y@Ym@g@sAmBuDW]eAeBWg@q@uA[{@We@w@sB{A}Cy@qAw@cAi@k@oA_A[SOC]Y[SkBaBe@e@]Yy@g@qD{CaAo@wCaC]SmDgCaCwBIKq@o@[_@gAiAOKYYqAgAe@]c@UuBoEy@mAiAsBUYGWHBn@z@bAdAvAfBl@|@Vf@VZJPjBjBn@~@bDxDl@l@hAbAlBvApBpAjAjAnDzBx@z@ZVl@\\hB`BzA~@rAbAf@TbCtBlAvAX`@|BnEt@bBpAbD^t@pBfD`ApBXv@r@`Ah@jBx@xBRr@p@`B`@n@~@nATb@pApDZd@\\t@rA~Ab@`At@nAh@xAjCdEpAzCf@zA\\~ARvBVdBRpBNr@LvAJp@^~Ah@dBn@vA', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.923841, -84.436804]","[33.923839, -84.436714]",3.992,5.1,83.3,True,161.9,189.0,False,True,292.8,281.4,6364865273.0,6364865273,garmin_push_7519703273,False,0,0,False,59.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",800s,4875.2,989,1815,41.0,Run,Run,6000819878,2021-09-21T22:30:08Z,2021-09-21T18:30:08Z,(GMT-05:00) America/New_York,-14400.0,,,,4,5,0,4,0,"{'id': 'a6000819878', 'summary_polyline': 'y|emEh{~aOhB\\b@@`@Aj@Gh@Md@Uf@g@HOV_A@m@UcAUa@a@_@UMoA]eC_@wA[e@E]B[Dg@RWP]f@O\\K^CP@ZHp@Pf@V`@dA~@~Ct@|@JfADXAPC`@Ml@W\\[Va@Vy@DYAe@Sw@QWMO_Ae@iB_@mEo@]C]Bg@Ne@ZSRMTSb@EV?`@BPH^Vn@^j@v@l@tBv@j@JfAJn@AvAUf@OTS^i@\\oABQ?g@CQUk@W]UOg@U_Ba@iEo@eAEQ@g@Na@ZS^MXQx@@\\Jp@\\n@f@t@l@h@tBl@jBZZ@f@Ax@KRGt@e@VY\\}@Ha@B_@?KGa@Qu@S[m@a@e@O}BWaAGsB_@s@Bq@RWNURMNMXIZC\\@\\Hl@Xj@n@|@h@d@`Dv@z@Jn@DjAIPEb@Qh@_@LQR]J]FSBk@Ge@Me@Sa@OM_@We@UgAScBUgCg@i@@g@Nc@Va@b@Ul@Mn@Bz@Nh@`@n@h@j@\\TpBl@fATfAFv@?b@Il@Ud@[PWHSRy@Fo@Iw@Me@IQg@a@m@Ye@IaEe@uAWq@@OBYJi@f@OTKXOz@?RFd@Rb@b@t@PTXVTJ', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.786536, -84.377007]","[33.787136, -84.376815]",4.929,6.3,91.5,True,141.7,157.0,False,True,280.4,267.2,6378179174.0,6378179174,garmin_push_7533743621,False,2,0,False,13.0,3.0,,,,
2,"{'id': 3405284, 'resource_state': 1}",Afternoon Run,9663.8,2524,2524,10.0,Run,Run,6003621330,2021-09-22T21:02:15Z,2021-09-22T17:02:15Z,(GMT-05:00) America/New_York,-14400.0,,,,9,2,0,1,0,"{'id': 'a6003621330', 'summary_polyline': 'qsanEl|jbOZ[N?hAd@PVThAJNFR@XAhAPt@JlAZdABVFLXh@`@f@`@J`@ENBb@l@B@F?PO\\gAXa@\\JRA`@Ux@qA^_@Da@POf@o@F?HF@PIZEBOb@E@DHBDXH\\Z^Rd@FTITOFOFk@DIRIVk@FCL@XXNF\\GXMDKHWBAVCHBNJDD?NMJMb@UXCNHLr@JV@d@[nAk@ZY\\QXYPi@Aa@K[GKm@e@Ma@}@g@sA_Ay@a@o@c@_B{A[e@u@oBq@qB_AmDKg@QqBYiAMs@g@_EMq@Qo@q@wCQg@g@gAYe@_@k@k@s@{@sAg@cAo@{A}@mAYm@Y_@o@iAg@iAk@iB_@{@o@}@a@g@_@m@u@eBm@sB_@{@i@aBw@aBW[[s@c@q@i@oAoA}BiCyFmAaDs@kA[e@y@}@{BgBw@k@i@i@}AwAg@i@m@i@{EkDoAgAy@i@i@i@a@_@iAu@qBmAQM{@cAy@k@kBcBo@u@y@iA{BgCqBeCsAsBeAgBS[m@s@oDsDm@}@a@u@Uk@u@gAq@wA_CyC_@m@Se@CSBG`@NJLnAhBxBtD^x@h@`Al@bAfAbB\\\\n@d@h@h@^b@tBzC~@bBhA~A`@d@d@\\~AjBf@p@pBzBhChClB|Ah@^`@Rl@n@jA`A`BhAxA~@p@l@z@h@|GbF|A|@j@d@`@VtAbBbAvAt@hB~A|Cl@fB~@pBf@|@v@`B`@l@r@tARh@d@bA\\pAXp@t@vB~@tBlAhBx@xA~@|CXn@xA`Ct@|@r@dAXz@Vj@hAbBdAxAxA~CVx@Nx@b@nCRpBd@bDb@nCh@tCj@nBt@hBt@vAb@p@f@l@lA|@`Av@vAdAb@JrB@dBb@f@Aj@IL?^F', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.928414, -84.438623]","[33.919998, -84.43906]",3.829,5.2,82.9,True,161.8,184.0,False,True,290.2,224.6,6381106382.0,6381106382,garmin_push_7536837046,False,0,0,False,96.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",Afternoon Run,9942.0,2690,2690,25.0,Run,Run,6013220402,2021-09-24T20:23:45Z,2021-09-24T16:23:45Z,(GMT-05:00) America/New_York,-14400.0,,,,0,5,0,3,0,"{'id': 'a6013220402', 'summary_polyline': 'wupmEllzbOs@pAK\\Y|AQd@a@|AWpAGn@@NSrAS`A]rAEj@SrAKhASlE@tAI`AIb@IjAG^AvAWpBEfAGj@ErAIh@W~@UhAUn@O\\cBbCo@v@sArAWb@k@p@q@`Am@p@_@l@k@p@[d@[v@QTaAvBWb@_AxBm@vD?TE~@tEzBdA|@NX@r@IrBNpADh@CZIt@[|AUbAc@lADZEj@e@rAHf@J\\Vf@Jb@Dx@VtB?Na@rAO\\Sz@_@fBITKfBQ|@vAp@bBn@j@r@@x@OzBGh@Ux@QtAs@bEn@bAZz@ANLp@CZiBvDo@N[Lq@lAYR]\\QRu@pAi@l@KRk@~Ak@fAs@tBOZSl@Sh@W`@g@rAa@n@]b@_Aj@Of@Jp@@|@RnA?l@iAfBOj@a@r@Ol@cAlAIh@o@XYd@OtA_@x@WZBV?XJh@[v@?HUn@s@lCu@tDSv@@pBRvAO\\EXEj@?r@GZAZFzAJb@Fd@DfATfCC~E^~EIr@Pl@F@OcAAo@YmE@k@Is@IoB@q@Cy@HkBD{BIUEoAOo@CaA?MGo@FqAD[b@kB?aANmBJ{@ZsAj@yAb@qARg@^gEN_AT}@f@cABON]RUHW`@q@|@kAj@m@Pc@@w@Ka@Ae@H_@\\g@Rs@LmBJ]|@uA|@_BlBeDpCcEf@_B^y@Xg@`A{AVe@FSVc@Tk@F[HQdAuAr@{An@cALk@?cA`@yBFu@Ac@QaCM{@Eo@PeCSsAAQBSAm@Ea@?eAMqAGuBKq@IgHDYNYDk@YoCS_ACa@DoDYiCEoAF{@BuARmCLiACUA}@\\oC\\qAn@u@`@u@dAoAv@cATa@NQVe@EYFqAn@sAfA_Dl@cAN[^oAJe@Du@Lq@?WDaAAmAFiBDcDNqBLaDJa@Mu@KiBLkCLaATeALiB@}@d@yCLm@`@sA\\}@^q@Tu@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.841725, -84.517987]","[33.841763, -84.518056]",3.696,8.1,83.6,True,168.7,188.0,False,True,279.8,254.6,6391182534.0,6391182534,garmin_push_7547422803,False,0,0,False,126.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",Afternoon Run,3461.2,1077,1083,15.0,Run,Run,6024988988,2021-09-26T20:38:45Z,2021-09-26T16:38:45Z,(GMT-05:00) America/New_York,-14400.0,,,,2,1,0,2,0,"{'id': 'a6024988988', 'summary_polyline': '{ounEv|qaO]EKDe@v@c@~@M?KGOAe@Fm@?WEEQGm@Qe@CWBs@ES]q@Og@Im@Qg@GKOq@[]k@Yc@?_@Dc@O_@UQWDYNYLc@MiABe@H[CoBLOVe@Fc@Ec@_@gAOu@@OJo@Mu@EeBNw@PYPe@_@i@[u@E_A@YGISMo@c@UI]Q]Gc@Dg@@[CsAWa@r@g@lA_@R_@d@]Te@NQAe@MeAQo@c@oA_@g@[MOESKW_@[KCk@USSCIC_@MS??FLGj@t@VZRb@z@z@r@bAt@\\LdDx@TMb@m@NIdA[XW`@m@LAp@Jx@`@f@NtAa@VQ@E^KBBFHBXCXBv@Jz@LlCZnA@d@JbAJ^Xl@Hp@Kn@Sn@gA|B?b@Fj@Lj@F\\?\\ETD\\Tp@b@n@^Vv@nAXt@LdAFRf@x@T|@Jj@BrADLV^^Fd@A`AUX@PC\\Wx@mANIF@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[34.030221, -84.310679]","[34.030359, -84.310676]",3.214,6.4,82.7,True,145.3,176.0,False,True,257.2,248.8,6403564473.0,6403564473,garmin_push_7559983742,False,2,0,False,17.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",Afternoon Run,3229.6,1113,1121,17.0,Run,Run,6025102209,2021-09-26T21:34:10Z,2021-09-26T17:34:10Z,(GMT-05:00) America/New_York,-14400.0,,,,1,2,0,2,0,"{'id': 'a6025102209', 'summary_polyline': '{punEh|qaO[Ja@`@KNGd@KJODM?WK_@Ea@H_@DQWa@wBKqA]aA[mBOc@Wc@Ya@YIg@TU@]K[OQSE_@Ha@@k@Kq@Ce@Bg@Fs@Ng@Ra@Jg@Cg@SaAMmAB]?k@GkA@y@Co@Gw@CcBGq@Ce@Wo@WQw@s@_@U[Uc@W[KYDc@?e@KIHGpAE^WbAMJm@X]Zg@P[?mAc@w@Mo@[y@[m@YUEDHxAj@NLNPj@^lAb@`ATPGTc@NKNEz@c@R_@Zs@j@B`@LZNv@ZfAUv@m@^IPNB|@NZPt@BPEj@C`ADn@A^CJFdAAVJ|@TbAN`@Hd@Kl@w@~AKp@?r@F`@FbAI|@F\\Tf@f@j@v@h@n@pANj@?p@Jj@^n@N`@Lh@?~ARn@RTb@Lr@FRKXKZ?f@MFIBYRg@b@WLC', 'resource_state': 2}",False,False,False,False,everyone,False,,"[34.030385, -84.310601]","[34.030436, -84.310741]",2.902,4.3,82.2,True,154.1,167.0,False,True,303.8,290.6,6403684972.0,6403684972,garmin_push_7560097005,False,0,0,False,30.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",Evening Run,4455.8,919,1609,40.0,Run,Run,6035284096,2021-09-28T22:34:27Z,2021-09-28T18:34:27Z,(GMT-05:00) America/New_York,-14400.0,,,,9,1,0,8,0,"{'id': 'a6035284096', 'summary_polyline': 'c}emEr{~aOnBZn@B`AIh@KVOh@g@Va@FQN_A@k@Os@[g@]WSMo@OqAUoBUmAUe@Es@DWJULQRg@x@Kr@F|@Lj@Vf@f@j@|@j@z@T~BTlAB^A^Il@UVMXYZo@Jw@C{@[}@OWKIyBq@mAOeDk@i@AQBSDYL_@VKNKNQb@ERCf@@\\BTJ^JR`@r@JNh@b@TL\\J`@HfCXjABx@GVIVKVQTUTa@HQLk@Do@AWMk@Wg@a@[yBe@{Dg@g@Mm@Cg@D[Hc@VUTOXK\\CR?VJ|@Pj@Zh@TZ^\\\\TdCn@`BTP?bAId@Mx@g@f@m@P[FSHk@?QCe@EUIUSYo@a@eA_@}A[gBQiASk@Co@HOD_@VST[r@CZ@h@L~@Pd@Xb@ZZd@XnBr@hCV|@Et@IPE^UTULSV{@Fi@@]Eg@GQ[o@i@]i@ScASyFw@W?W@a@J[Te@f@GPG\\Ev@Df@DXLZh@r@t@l@p@ZzB`@jAJd@?xAG\\Od@c@\\i@FQLw@?}@EYM[OSYS', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.78659, -84.377052]","[33.784987, -84.375509]",4.849,6.6,90.5,True,138.0,163.0,False,True,277.8,263.8,6414337527.0,6414337527,garmin_push_7571484715,False,2,0,False,11.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",Afternoon Run,6447.3,1792,1792,8.0,Run,Run,6039923498,2021-09-29T20:55:29Z,2021-09-29T16:55:29Z,(GMT-05:00) America/New_York,-14400.0,,,,0,2,0,2,0,"{'id': 'a6039923498', 'summary_polyline': 'evpmEdlzbOc@v@IXg@pCKVOlACh@El@Ol@W`C]tAWp@S|@YpBSlCAhBHz@ANBXWrD?`AE`@GdD@rBMdAKj@APKh@Wz@Aj@k@lBy@bBKJ_@r@k@v@i@j@a@n@a@n@c@hAiAbBs@tBIPKd@I|@WjAKhBFzA?jCNzAJ`BGtA?jAAv@JlBBlAJnA@f@H`AAvAT`EBpBLfBEt@?b@Br@Fh@JjB@hCPxABlBCn@?l@Bh@C|@OtAe@|BkAbD]v@Wh@_BrCiCrFiAdB]t@AFDAd@q@JY\\q@n@_Ab@{@`A}Al@uA`@q@f@cARg@?Ml@oAPe@P}@Fq@Ro@Ls@Fk@EcAFw@Cq@?u@Gk@JcA?yBGo@?UEk@@UIy@?k@Iw@?[OmABq@?]QwC@i@AaALqDC_A@eACqCc@_D?m@KwDOqB?sAC}@NgCBk@LqARq@Lo@zAeDb@o@Tc@r@kA|@mAXk@`@a@HMNk@Ti@\\g@f@}Aj@yBPkALm@BaAA{@LuCTqD@c@C}@@kBBmBB_@?_@P{@Fu@@m@B[n@kCPiDTwAJ[^_Df@_CHq@^u@BS', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.841793, -84.517943]","[33.841884, -84.518251]",3.598,5.6,82.6,True,152.0,168.0,False,True,268.0,254.2,6419194112.0,6419194112,garmin_push_7576623633,False,0,0,False,42.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",Afternoon Run,9075.2,2446,2446,17.0,Run,Run,6048880606,2021-10-01T19:11:15Z,2021-10-01T15:11:15Z,(GMT-05:00) America/New_York,-14400.0,,,,0,3,0,1,0,"{'id': 'a6048880606', 'summary_polyline': 'uranEp|jbOTCXIP?n@VPBLJJd@@b@LTJp@Bh@LdAD~@BV`@jBFDR\\VPd@@TGd@?PLTb@D@PI?SFg@RWTSV@VCFIBU`@m@FShA_ARYZIHL@PAHYXOR?FDDh@RLAt@ZLBR@VC`@KDg@A[DIh@UL]VGH?HLTPJ@PA\\KDI@c@DIBC`@@PLFTQh@Ed@IZFRNLP@n@?VGZUj@[HA^u@XQT]LMF?VH`A^NJ~A`C^^NRh@~@d@f@T\\JTrAlBl@p@b@j@`A`BzA|A`BvA^^v@~AX`@^`@Zv@Lj@Lz@l@pBtCjHZn@Xf@Z\\t@pAZ`@pAbAd@d@NJXJf@DbARzBbA^HtARRGPOBeAFw@Jq@T[b@[dAa@XU~@e@NM@UMWwBq@wA]a@OaAk@qAoA_@u@oBeCe@{@cAuAaAq@oAiA{@gAgBqCSc@OIc@k@yAuAs@uA]}@[e@iB{DSWmDsCm@c@QUc@[W[kAeAMEe@[i@SKAg@Og@Iq@Di@Cg@OyBKgAHWL]@e@YW_@_AeAc@_@k@[m@e@c@m@cAiAWa@W{@Qg@WgAMy@e@qAo@}DMiAgB{J]u@COk@aBiBgDaBaCcAqC}@yAcAsBo@yAo@uBUc@KS_AgAcA}Aa@g@a@}@Oi@EYg@cBa@y@i@yAa@{@QWSi@yAmCo@iBa@s@W{@y@qA]o@i@_BWc@Yk@WaAU[NHVXhBbETb@p@bAFTjAhCb@fA^n@p@vAbClERj@Vd@Rn@Px@jAzCXh@~@rAx@xAfA`DzAxChBdCVh@\\fANZd@h@Zh@~@|AhAhCN`@Ln@L~@Nv@Jt@JdB~@|Fj@hENj@t@zBtAhCl@~@\\^jB~ApBnAv@l@Vb@XZ', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.928277, -84.43865]","[33.921526, -84.438964]",3.71,5.1,82.9,True,157.5,185.0,False,True,269.0,212.8,6428608052.0,6428608052,garmin_push_7586566279,False,0,0,False,78.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",Afternoon Run,693.9,207,213,4.0,Run,Run,6048880678,2021-10-01T19:56:41Z,2021-10-01T15:56:41Z,(GMT-05:00) America/New_York,-14400.0,,,,0,1,0,1,0,"{'id': 'a6048880678', 'summary_polyline': 'ii`nEb_kbOUKWQ_B{Aq@Wy@i@{@u@QSs@mAo@yAU_@o@mBi@sBUqBIeAUyAS}@WaBSeB', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.921658, -84.439053]","[33.924948, -84.432938]",3.352,3.9,83.3,True,162.5,168.0,False,True,291.0,283.6,6428608158.0,6428608158,garmin_push_7586566389,False,0,0,False,7.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",Afternoon Run,8057.2,2202,2209,13.0,Run,Run,6074527719,2021-10-06T21:21:41Z,2021-10-06T17:21:41Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,3,0,"{'id': 'a6074527719', 'summary_polyline': '{vpmEvmzbO[z@EXa@zAGh@e@hBMbA_@lAK`Ac@`CCVC`Ag@tDEt@Mj@JdAHh@?r@ObCClCSjDAj@g@vFKRKh@C\\Oj@_@z@]fAQ\\]\\[d@Wb@Qd@i@|@m@pAe@r@w@|@Q`@_@hAG^eApDW`CBlBAvBX~C@dCJbAEzE@dCD`C@V^zBLvA@l@Lx@?XIzA@lANtALbDDl@XfAd@vCYjAUjEaB~EEf@Mn@_AdBOn@Ud@W^WTSf@SbAOV]\\Y`@ML]n@[t@]l@[t@mA~BMZGVWh@kAfBWd@oBfF[~@U`@i@b@ILI^@VL~@Bh@CFSb@]f@Sd@]~@]hAYf@K^QXQp@c@z@Sh@[nAQxAAJLKJ_@BSPc@XsBPu@Zm@`@mARw@|@mBh@m@Pk@GaCH[Zc@\\_@P]`@aBn@cBP]V{@jA}BVo@bByCr@_BvAcC`@qARe@jAoBTs@p@yAb@iALs@Ju@Vo@HMRk@X{ABu@@oADuAAk@UmBEyBGq@B]AeAK}@Be@Am@FeAAgCEk@KmFI}A?u@E_ADuACe@MgBEuAQgBEs@Ag@FmFK_E@]`@_DNg@\\u@bA_BfA{A^s@Tu@Z]|@}Af@aAb@cAn@aAPc@^yAFgARaADi@@s@NiA?_BP_ILwAC]@a@Cu@AsCNoBPaAr@uBZaCLgBd@wCh@mBVyAXu@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.841905, -84.518197]","[33.842132, -84.518633]",3.659,6.5,83.9,True,159.9,177.0,False,True,267.0,246.0,6455594817.0,6455594817,garmin_push_7614959136,False,0,0,False,70.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",Afternoon Run,9775.0,2968,3051,103.0,Run,Run,6083649478,2021-10-08T19:32:33Z,2021-10-08T15:32:33Z,(GMT-05:00) America/New_York,-14400.0,,,,5,0,0,2,0,"{'id': 'a6083649478', 'summary_polyline': '{manEz~jbOJZB~BJhDr@tCNzA^dBBv@ArASfAo@q@Ou@GVBf@CB[QMWQC[mAU`@QDKCKUMo@e@_A]w@aAiBY_CQe@Ii@e@cASy@Go@_@sA[i@I[e@w@_@SOYM}@M_@g@u@c@_AIe@Qk@[]KWq@g@Ya@IMCo@Ok@c@a@UCOJK?Ug@IE[Fw@AwA_@SSKSGc@SKWYGe@GIm@_@W?MFQRSt@AVENKR_@g@WG]Pm@@a@Hc@^c@?WRo@TO^i@MaAFQNY`@MFKPOfA@b@Ld@x@x@vAh@R@\\QV]P@Zb@BPJPZFLPFb@Vp@j@r@Xl@D\\K|@{@dDIh@@bCl@vBDb@Nn@Vp@Ff@Wl@A`@NRf@Vx@`AtAdAd@@v@o@d@g@NY?YRaBBIV?b@V^FVL~@jCNNt@EZWTIv@^n@I\\Fh@Vd@C\\Qr@}@f@KZFHFBHALMf@B^P|@HAh@y@^QXAVNVf@LJXc@HS?IE_@[Ih@iACMFKABJXV\\BNCb@DRVGV]FA@XR^Lb@l@h@NGCK@UDSFKdA~BAd@DR\\VHVDd@P`@`@f@ZJb@CP[NCJNR^E~@Hr@Vx@dAz@TERS@Si@q@CQf@oDNYR@HDH^X^Tf@Nf@`@\\BFAXw@`CI\\@PJJh@]H?h@fAPfAJZNL^OR?Fd@Ax@P`@`@DVIV_@POT?\\^`Ap@LTRJH?f@a@DKLEn@n@V`@XfADv@FVDFZKT@BXRx@hBnAj@RbAdAp@T?h@`AlBbA`AHBNGRYH_@K_@Ba@t@?j@{@^]Tk@Li@Zi@\\_@h@mAJo@Ti@NSz@s@~@Ot@]LWVgA@a@Qc@G_@?QFOZTn@|@n@jA`@h@`@r@bA|Ad@jAb@h@fB|ArB|@z@b@nBrAl@Pz@JNAXUD[BqAP_AP_@b@g@|AaAf@k@f@_@LUCKOMkHaBs@g@cAsBaA}AyCuCo@q@mFuE[e@yAaE}@wA{BeEaEcFgAgAmB}As@_A][k@SeAm@iA_@]Cq@Do@AmAQaAAs@Gu@BYCcBk@_Au@uAw@_Ay@w@gAQi@oAmCi@eBW{Aa@eDQw@UwC_@sC', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.927504, -84.439015]","[33.925019, -84.433009]",3.293,5.4,83.4,True,148.8,167.0,False,True,311.2,245.6,6465191688.0,6465191688,garmin_push_7625063912,False,3,0,False,61.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",Lunch Run,8057.4,1949,1949,9.0,Run,Run,6095031268,2021-10-10T15:11:53Z,2021-10-10T11:11:53Z,(GMT-05:00) America/New_York,-14400.0,,,,6,1,0,1,0,"{'id': 'a6095031268', 'summary_polyline': '_x`nEfrjbOEUu@eBg@iB]sB]uCy@{Fw@qDi@gBmAmCoB}CYi@gAgCW_@o@}@sA}Bo@uAm@aBq@{Aa@k@a@c@g@u@_DuI_@u@W{@}@eB[g@_B}Cs@oAk@sAmAeC]{@e@wAq@}As@{@c@q@_@]a@[oEqCmA_AkBmBs@i@gAaA_B_Ak@U[QmCyByA_A}@q@gBkB}ByBgAwAs@o@g@m@wA{AgAiB_@g@gB}Co@{@eAgASWeCaCq@gAy@yAg@aAe@s@o@iAYc@o@s@iAeBIOKi@BILGLDFDVh@`ClDjArBx@dBt@~@`@t@pAzAZZ`BhBlA~AvA~Bj@r@`@n@h@p@\\f@d@j@h@f@lCbD`B`BxAnAvC|BXNtDnCx@d@~ArAhBrAfB|AlAz@l@\\fBlAl@n@~AhAdAjAl@x@Zp@Zb@f@`AVh@Nb@z@hBj@jBBRj@~@f@n@|@lBRl@dAtB`@bA`@l@bAtB^vAj@zAhA~AbAjBb@rA\\pARf@h@~@TXxAfClApCd@x@lAhBn@jAz@jBp@pBPt@NhAPrBZlBJtAb@jDZbB`ArC^~@vBnD^^tAbAl@l@dBhAlB?h@D~@Xh@Fl@Ap@Nb@R|Bt@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.924006, -84.436999]","[33.919322, -84.439545]",4.134,5.4,85.0,True,161.5,188.0,False,True,249.6,240.0,6477290267.0,6477290267,garmin_push_7635827523,False,4,0,False,68.0,,,,,
2,"{'id': 3405284, 'resource_state': 1}",Afternoon Run,8057.0,2210,2215,100.0,Run,Run,6099400586,2021-10-11T21:23:39Z,2021-10-11T17:23:39Z,(GMT-05:00) America/New_York,-14400.0,,,,7,1,0,1,0,"{'id': 'a6099400586', 'summary_polyline': 'mzvmEdqbbO{AeCa@i@Oa@Mw@CmAI_A[aAYg@Y_@k@{@QSqAiA_Ao@QS[e@Ys@YyAG{@G]IU_@uBOm@u@{Dq@gB[aBA_@LCf@F^@RCPGLKZE~BNJB^Bd@Of@@l@F`@JNLP`@RJDCBIG_@BKBCXIbCPtCYh@?pBL~@?l@Gr@@XCjAAx@Lj@Dx@?f@Ff@?h@?bBSp@?p@Cd@?n@DfB?nAFv@Ct@D|@X\\Vb@b@ZRj@Ph@@PAL@ZE`@?j@RRI`@IFDVd@JNvANh@T`@Tr@Fl@Pr@JRd@ATMj@@NOf@mBjBq@x@c@XwAt@mAd@qAr@u@Tq@LuAf@]PCXP`@V^hArAl@f@j@\\`Aj@t@TpAj@t@Tt@b@rB\\l@Pr@\\NNDNBh@Cp@@`AAVN|B@^Cd@UzBq@`BGTGj@ApAHnDf@bDNhBIf@OZc@`@uAf@i@Xs@Te@AKI_AmAo@mAe@eAc@qCEq@Ay@SgCGiA?eAGs@CaBM{@Qu@We@s@k@eAi@u@m@w@y@k@y@]o@g@uAq@uCi@eBWo@[K[DgAd@}@\\mAV_D~@}@Zu@Rk@ZqAX{@Xw@NoAZaAl@k@`@m@x@{@nB[ZY^a@\\MJIE[}@i@gASe@g@y@Uu@GYGqBIo@Qo@aA}As@aAuAeAi@[][o@_AUm@GYI{Ag@yBOe@Ku@UiAKy@SiAOm@c@oAUmAEi@ANB\\Lp@z@pCVfAZdBRx@Df@Nn@T~Aj@bCL`@\\r@^`@hCpBZ\\hAbBb@t@Hn@Dn@@pAHf@Zv@bB`D`@z@JFH?v@gA\\m@j@u@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[33.873198, -84.395862]","[33.872337, -84.395313]",3.646,4.6,82.8,True,156.5,176.0,False,True,279.0,242.2,6481934631.0,6481934631,garmin_push_7642359682,False,5,0,False,65.0,,,,,
